geo_id,mean_perc_impervious,mean_perc_canopy,impervious_canopy_index,mean_temp_f,area_sq_miles
30053000100,0.37569174470583944,51.262244332999366,-0.9854490022939532,84.77684211373979,1.194955141719518e-07
30089000100,0.2711382796638472,42.04740383715293,-0.9871858402439576,86.6429657932561,1.07821462210882e-07
30077000100,0.1269988455037478,28.26973543216671,-0.9910553907881153,88.67817453156573,2.3228644106617178e-07
30081000100,0.6968444972342663,23.058005732978927,-0.9413303396585537,86.07970051796548,1.210486367871668e-08
30079000100,0.20019788471167643,0.16007855002644847,0.11135708810483151,109.81103405166857,2.0554842974278405e-07
30059000100,0.13949185792424176,19.004280181592545,-0.985426920291748,94.12979082741225,2.8114877952007586e-07
30099000100,0.33814538933281935,0.05209281054921634,0.7330204446158097,106.17309908408305,1.0868566400704756e-07
30005000100,0.1671088951568251,0.03390263465247912,0.6626797011629939,112.0166559922443,1.473573029438669e-07
30047000100,0.1272856268992146,54.997563800990214,-0.9953819147545891,75.40690272274661,4.54419635946836e-08
30045000100,0.20077678838623408,13.106422191465052,-0.9698243351301451,97.37099245163816,2.2140885333845313e-07
30063000100,7.290505680874832,7.508366081004068,-0.014721419553782046,103.37596249849716,1.1472387416897571e-09
30069000100,0.12016288655952517,1.476982924431301,-0.8495279695408907,113.86299526105802,1.984778186683685e-07
30001000100,0.12283498312729725,16.956518182908017,-0.9856159677789703,91.46928373984872,4.816556478215135e-07
30107000100,0.18327430136693215,3.8085814481352966,-0.9081758896774836,108.65566668378641,1.671893584121408e-07
30101000100,0.20268645599810592,0.5558048675136059,-0.46555365970517587,107.54024682188657,1.1107040443546467e-07
30049000100,0.09574080934898188,24.10426445291139,-0.9920875381379947,90.54264278046857,2.3737643487688658e-07
30009000100,0.5000400469334332,2.7211486455994733,-0.6895307324947559,105.13551573636624,2.275989118968468e-08
30021000100,0.21003528398125085,0.378029849015713,-0.2856733984181468,105.61897511940288,2.751096717869675e-07
30007000100,6.021323903112823,1.6317826212964819,0.5735633324606235,91.0824369652013,1.0615641130904619e-09
30067000100,0.17375514843554174,11.18167497504763,-0.9693969939410373,98.90386276394275,9.24705762693317e-08
